,URL,Date,Rent,Bedrooms,Bathrooms,Area,Distance,Rent_bucket
243,https://boston.craigslist.org/gbs/apa/d/somerville-davis-porter-sq-modern-bed/7514579965.html,Thu 28 Jul 05:25:21 PM,3350.0,2,1.0,850.0,5.24023,"(3300, 5100]"
244,https://boston.craigslist.org/gbs/apa/d/somerville-somerville-spacious-two/7514560921.html,Thu 28 Jul 04:41:21 PM,2650.0,2,1.0,1025.0,4.36249,"(2520, 3300]"
245,https://boston.craigslist.org/gbs/apa/d/cambridge-beautiful-fully-renovated-br/7514552755.html,Thu 28 Jul 04:22:55 PM,4115.0,2,1.0,1001.0,4.7125,"(3300, 5100]"
246,https://boston.craigslist.org/gbs/apa/d/revere-modern-sunny-beach-front-bedroom/7514547402.html,Thu 28 Jul 04:10:46 PM,1895.0,1,1.0,750.0,5.14923,"(795, 2520]"
247,https://boston.craigslist.org/gbs/apa/d/cambridge-no-fee-beautifully-rehabbed/7514530629.html,Thu 28 Jul 03:33:46 PM,3255.0,2,1.5,657.0,4.7125,"(2520, 3300]"
248,https://boston.craigslist.org/gbs/apa/d/cambridge-prime-kendall-square-location/7514514012.html,Thu 28 Jul 02:59:40 PM,2500.0,2,1.0,592.0,3.09176,"(795, 2520]"
250,https://boston.craigslist.org/gbs/apa/d/cambridge-fully-furnished-studio-with/7514496832.html,Thu 28 Jul 02:25:00 PM,1995.0,1,1.0,400.0,2.6484,"(795, 2520]"
254,https://boston.craigslist.org/gbs/apa/d/jamaica-plain-private-jp-studio/7514485950.html,Thu 28 Jul 02:03:15 PM,1300.0,0,1.0,350.0,3.94778,"(795, 2520]"
255,https://boston.craigslist.org/gbs/apa/d/melrose-sunny-large-450-sq-ft-studio/7514462813.html,Thu 28 Jul 01:17:20 PM,1395.0,0,1.0,450.0,7.86347,"(795, 2520]"
256,https://boston.craigslist.org/gbs/apa/d/chelsea-snuggle-up-with-fido-in-our/7514458982.html,Thu 28 Jul 01:10:02 PM,2313.0,1,1.0,648.0,3.88054,"(795, 2520]"
257,https://boston.craigslist.org/gbs/apa/d/somerville-pet-friendly-with-gated-yard/7514455061.html,Thu 28 Jul 01:02:39 PM,3000.0,3,1.0,1300.0,4.69991,"(2520, 3300]"
258,https://boston.craigslist.org/gbs/apa/d/boston-north-end-1b1b-with-hardwood/7514441718.html,Thu 28 Jul 12:37:18 PM,2500.0,1,1.0,550.0,1.5939,"(795, 2520]"
259,https://boston.craigslist.org/gbs/apa/d/dorchester-bedroom-apartment-near-jfk/7514440375.html,Thu 28 Jul 12:34:36 PM,2500.0,2,1.0,1150.0,1.88378,"(795, 2520]"
260,https://boston.craigslist.org/gbs/apa/d/jamaica-plain-elegant-spacious-studio/7514423364.html,Thu 28 Jul 12:02:02 PM,2100.0,1,1.0,800.0,4.14997,"(795, 2520]"
261,https://boston.craigslist.org/gbs/apa/d/chestnut-hill-one-bedroom-at-broadlawn/7514404330.html,Thu 28 Jul 11:21:44 AM,2300.0,1,1.0,780.0,6.92266,"(795, 2520]"
262,https://boston.craigslist.org/gbs/apa/d/jamaica-plain-sept-gorgeous-jamaica/7514395117.html,Thu 28 Jul 11:01:22 AM,2600.0,1,1.0,1000.0,3.78027,"(2520, 3300]"
263,https://boston.craigslist.org/gbs/apa/d/jamaica-plain-one-bed-jul-sept-move-in/7514394371.html,Thu 28 Jul 10:59:58 AM,2300.0,1,1.0,624.0,4.03658,"(795, 2520]"
265,https://boston.craigslist.org/gbs/apa/d/brighton-bedroom-in-boston-brighton/7514387601.html,Thu 28 Jul 10:44:13 AM,2700.0,2,1.0,800.0,5.68072,"(2520, 3300]"
267,https://boston.craigslist.org/gbs/apa/d/somerville-no-fee-sept1-brand-new-4b/7514343332.html,Thu 28 Jul 08:40:40 AM,4700.0,4,2.0,1400.0,3.58473,"(3300, 5100]"
268,https://boston.craigslist.org/gbs/apa/d/cambridge-bed-bath-study-large-private/7514335724.html,Thu 28 Jul 08:06:26 AM,4250.0,3,1.0,1500.0,3.79756,"(3300, 5100]"
269,https://boston.craigslist.org/gbs/apa/d/cambridge-basement-one-bedroom/7514330271.html,Thu 28 Jul 07:34:05 AM,1300.0,1,1.5,400.0,3.3116,"(795, 2520]"
272,https://boston.craigslist.org/gbs/apa/d/medford-neartufts-beautiful-bedroom-apt/7514306590.html,Thu 28 Jul 02:00:02 AM,2800.0,3,1.0,1142.0,5.9793,"(2520, 3300]"
273,https://boston.craigslist.org/gbs/apa/d/cambridge-no-fee-block-to-cambridgeside/7514296726.html,Thu 28 Jul 12:28:07 AM,1195.0,1,1.0,1000.0,2.3738,"(795, 2520]"
274,https://boston.craigslist.org/gbs/apa/d/medford-ready-31-gut-renovation-br-bath/7514273512.html,Wed 27 Jul 10:20:36 PM,3600.0,3,1.0,1300.0,6.03923,"(3300, 5100]"
275,https://boston.craigslist.org/gbs/apa/d/cambridge-arlington-rooms-25-bedrooms/7514272082.html,Wed 27 Jul 10:14:19 PM,2600.0,2,1.0,1300.0,6.64149,"(2520, 3300]"
276,https://boston.craigslist.org/gbs/apa/d/somerville-solid-bedroom-apt-with-heat/7514261806.html,Wed 27 Jul 09:32:48 PM,2000.0,1,1.0,600.0,4.64457,"(795, 2520]"
277,https://boston.craigslist.org/gbs/apa/d/somerville-2br-ba-with-garage-parking/7514242446.html,Wed 27 Jul 08:28:55 PM,2000.0,2,1.0,1200.0,5.51567,"(795, 2520]"
278,https://boston.craigslist.org/gbs/apa/d/south-boston-bed-bath-south-boston-east/7514213088.html,Wed 27 Jul 07:05:01 PM,3000.0,2,1.0,720.0,1.19609,"(2520, 3300]"
279,https://boston.craigslist.org/gbs/apa/d/cambridge-1-priv-suite-inc-solarium/7514209371.html,Wed 27 Jul 06:54:56 PM,990.0,1,1.0,500.0,3.37354,"(795, 2520]"
280,https://boston.craigslist.org/gbs/apa/d/boston-rooftop-grilling-area-rooftop/7514201297.html,Wed 27 Jul 06:33:54 PM,4775.0,1,1.0,901.0,1.80581,"(3300, 5100]"
281,https://boston.craigslist.org/gbs/apa/d/boston-yoga-room-moving-services-with/7514198855.html,Wed 27 Jul 06:27:58 PM,3074.0,0,1.0,453.0,1.00325,"(2520, 3300]"
283,https://boston.craigslist.org/gbs/apa/d/boston-high-efficiency-led-lighting-dog/7514195772.html,Wed 27 Jul 06:19:53 PM,2782.0,1,1.0,597.0,1.77868,"(2520, 3300]"
284,https://boston.craigslist.org/gbs/apa/d/west-roxbury-gorgeous-renovated-bed-in/7514178801.html,Wed 27 Jul 05:38:19 PM,3100.0,3,1.0,1150.0,7.27639,"(2520, 3300]"
286,https://boston.craigslist.org/gbs/apa/d/cambridge-luxury-2br-2ba-1-alewife/7514148386.html,Wed 27 Jul 04:30:25 PM,3600.0,2,2.0,991.0,6.03301,"(3300, 5100]"
287,https://boston.craigslist.org/gbs/apa/d/brighton-spacious-bed-with-parking-huge/7514148205.html,Wed 27 Jul 04:30:05 PM,3000.0,3,1.0,1200.0,6.28736,"(2520, 3300]"
288,https://boston.craigslist.org/gbs/apa/d/cambridge-alewife-luxury-1br-1/7514145418.html,Wed 27 Jul 04:24:09 PM,3200.0,1,1.0,731.0,6.03301,"(2520, 3300]"
289,https://boston.craigslist.org/gbs/apa/d/somerville-no-fee-huge-bed-bath-central/7514134332.html,Wed 27 Jul 04:01:58 PM,3495.0,2,2.0,1055.0,4.13387,"(3300, 5100]"
293,https://boston.craigslist.org/gbs/apa/d/boston-spacious-bed-subway-shopping/7514076975.html,Wed 27 Jul 02:09:38 PM,2400.0,3,1.0,1100.0,1.90501,"(795, 2520]"
294,https://boston.craigslist.org/gbs/apa/d/dorchester-2bd-2ba-rental-3rd-flr/7514074603.html,Wed 27 Jul 02:04:58 PM,2350.0,2,2.0,750.0,3.80294,"(795, 2520]"
295,https://boston.craigslist.org/gbs/apa/d/somerville-bed-office-private-porch/7514074117.html,Wed 27 Jul 02:04:01 PM,2600.0,2,1.0,1500.0,4.42647,"(2520, 3300]"
297,https://boston.craigslist.org/gbs/apa/d/somerville-amazing-sommerville/7514047214.html,Wed 27 Jul 01:13:16 PM,1233.0,3,1.0,1100.0,3.63308,"(795, 2520]"
298,https://boston.craigslist.org/gbs/apa/d/allston-no-fee-stunning-new-renovation/7514030667.html,Wed 27 Jul 12:43:50 PM,3600.0,3,2.0,1100.0,4.41756,"(3300, 5100]"
299,https://boston.craigslist.org/gbs/apa/d/melrose-melrose-brand-new-be-the-first/7514012689.html,Wed 27 Jul 12:10:46 PM,3625.0,2,2.0,1087.0,7.86347,"(3300, 5100]"
300,https://boston.craigslist.org/gbs/apa/d/malden-bedroom-sf/7513999899.html,Wed 27 Jul 11:46:27 AM,3100.0,4,1.0,1331.0,5.2776,"(2520, 3300]"
302,https://boston.craigslist.org/gbs/apa/d/jamaica-plain-avail-1-modern-jp-bed/7513991611.html,Wed 27 Jul 11:30:16 AM,3789.0,2,2.0,928.0,3.65231,"(3300, 5100]"
303,https://boston.craigslist.org/gbs/apa/d/east-boston-no-feebrand-new-br-harbor/7513989673.html,Wed 27 Jul 11:26:20 AM,3500.0,3,1.0,1400.0,1.49517,"(3300, 5100]"
304,https://boston.craigslist.org/gbs/apa/d/boston-seaport-studio-apartment-no-fee/7513979995.html,Wed 27 Jul 11:07:18 AM,3007.0,0,1.0,491.0,0.29013,"(2520, 3300]"
305,https://boston.craigslist.org/gbs/apa/d/brookline-village-modern-bed-near/7513978171.html,Wed 27 Jul 11:03:38 AM,3270.0,1,1.0,744.0,3.59021,"(2520, 3300]"
306,https://boston.craigslist.org/gbs/apa/d/brighton-vacant-for-asap-or-1-porch/7513966368.html,Wed 27 Jul 10:40:25 AM,1750.0,1,1.0,700.0,6.09127,"(795, 2520]"
308,https://boston.craigslist.org/gbs/apa/d/cambridge-bdr-den/7513957089.html,Wed 27 Jul 10:19:28 AM,3850.0,2,1.0,1320.0,3.35578,"(3300, 5100]"
310,https://boston.craigslist.org/gbs/apa/d/jamaica-plain-one-bed-jul-sept-move-in/7513944577.html,Wed 27 Jul 09:51:11 AM,2300.0,1,1.0,624.0,4.03658,"(795, 2520]"
311,https://boston.craigslist.org/gbs/apa/d/cambridge-bd-bath-dw-central-c-in-unit/7513936711.html,Wed 27 Jul 09:30:48 AM,4500.0,3,1.0,800.0,3.16906,"(3300, 5100]"
312,https://boston.craigslist.org/gbs/apa/d/somerville-somerville-sullivan-square/7513898903.html,Wed 27 Jul 06:14:56 AM,2500.0,2,1.0,950.0,3.25615,"(795, 2520]"
314,https://boston.craigslist.org/gbs/apa/d/cambridge-no-fee-br-15-ba-gleaming/7513849928.html,Tue 26 Jul 10:19:59 PM,3800.0,2,1.5,850.0,2.89901,"(3300, 5100]"
315,https://boston.craigslist.org/gbs/apa/d/brighton-1-renovated-ht-hw-included-pet/7513833981.html,Tue 26 Jul 09:19:46 PM,2600.0,1,1.0,430.0,5.60744,"(2520, 3300]"
316,https://boston.craigslist.org/gbs/apa/d/chelsea-beautiful-small-townhouse/7513827099.html,Tue 26 Jul 08:56:03 PM,1950.0,1,1.0,550.0,3.58856,"(795, 2520]"
317,https://boston.craigslist.org/gbs/apa/d/cambridge-arlington-cambridge-line/7513819491.html,Tue 26 Jul 08:31:06 PM,3050.0,2,1.0,900.0,6.45326,"(2520, 3300]"
318,https://boston.craigslist.org/gbs/apa/d/brighton-2br-1ba-parking-yard-quiet/7513811379.html,Tue 26 Jul 08:05:43 PM,2100.0,2,1.0,1100.0,6.39106,"(795, 2520]"
319,https://boston.craigslist.org/gbs/apa/d/roxbury-bedroom-apartment-renovated/7513807016.html,Tue 26 Jul 07:52:54 PM,1949.0,1,1.0,600.0,2.97575,"(795, 2520]"
320,https://boston.craigslist.org/gbs/apa/d/brighton-sunny-open-utilities-included/7513786509.html,Tue 26 Jul 06:55:44 PM,1800.0,0,1.0,450.0,5.23182,"(795, 2520]"
322,https://boston.craigslist.org/gbs/apa/d/boston-rooftop-deck-with-seating-and/7513772179.html,Tue 26 Jul 06:16:55 PM,3088.0,1,1.0,673.0,1.77868,"(2520, 3300]"
323,https://boston.craigslist.org/gbs/apa/d/dorchester-gorgeous-renovated-2nd-floor/7513770318.html,Tue 26 Jul 06:12:15 PM,3900.0,4,2.0,1050.0,2.21539,"(3300, 5100]"
324,https://boston.craigslist.org/gbs/apa/d/boston-bed-office-in-the-north-end/7513767605.html,Tue 26 Jul 06:05:16 PM,3250.0,2,1.0,1200.0,1.44663,"(2520, 3300]"
325,https://boston.craigslist.org/gbs/apa/d/brighton-brand-new-renovated-on-trolley/7513765687.html,Tue 26 Jul 06:01:03 PM,3295.0,2,1.0,800.0,5.33057,"(2520, 3300]"
327,https://boston.craigslist.org/gbs/apa/d/cambridge-cambridge-bed-baths-levels/7513737240.html,Tue 26 Jul 04:54:47 PM,4500.0,3,2.0,1586.0,3.49994,"(3300, 5100]"
328,https://boston.craigslist.org/gbs/apa/d/dorchester-large-updated-4bed-2bath-in/7513737134.html,Tue 26 Jul 04:54:32 PM,3800.0,4,2.0,1000.0,2.12417,"(3300, 5100]"
329,https://boston.craigslist.org/gbs/apa/d/chelsea-spacious-updated-bed-parking/7513736754.html,Tue 26 Jul 04:53:40 PM,1800.0,1,1.0,525.0,2.99546,"(795, 2520]"
330,https://boston.craigslist.org/gbs/apa/d/jamaica-plain-two-bedroom-with-balcony/7513718080.html,Tue 26 Jul 04:12:00 PM,3724.0,2,2.0,897.0,3.66738,"(3300, 5100]"
331,https://boston.craigslist.org/gbs/apa/d/jamaica-plain-stunning-2br-unit-in-jp/7513718064.html,Tue 26 Jul 04:11:58 PM,3789.0,2,2.0,928.0,4.10835,"(3300, 5100]"
332,https://boston.craigslist.org/gbs/apa/d/jamaica-plain-stunning-2br-unit-in-jp/7513717170.html,Tue 26 Jul 04:10:08 PM,3724.0,2,2.0,897.0,4.10835,"(3300, 5100]"
333,https://boston.craigslist.org/gbs/apa/d/charlestown-2br-unit-close-to-sullivan/7513714803.html,Tue 26 Jul 04:05:00 PM,4621.0,2,2.0,1010.0,2.45034,"(3300, 5100]"
334,https://boston.craigslist.org/gbs/apa/d/jamaica-plain-beautiful-two-bedroom/7513712835.html,Tue 26 Jul 04:01:11 PM,3789.0,2,2.0,928.0,3.66738,"(3300, 5100]"
335,https://boston.craigslist.org/gbs/apa/d/jamaica-plain-spacious-three-bedroom/7513708155.html,Tue 26 Jul 03:51:17 PM,4728.0,3,2.0,1214.0,4.10835,"(3300, 5100]"
336,https://boston.craigslist.org/gbs/apa/d/jamaica-plain-gorgeous-three-bedroom/7513704277.html,Tue 26 Jul 03:43:01 PM,4485.0,3,2.0,1058.0,3.66738,"(3300, 5100]"
337,https://boston.craigslist.org/gbs/apa/d/charlestown-3br-upper-duplex/7513676077.html,Tue 26 Jul 02:45:46 PM,3200.0,3,2.0,1500.0,2.67277,"(2520, 3300]"
338,https://boston.craigslist.org/gbs/apa/d/somerville-new-bathroom-new-kitchen/7513663101.html,Tue 26 Jul 02:20:16 PM,2700.0,2,1.0,800.0,3.54717,"(2520, 3300]"
339,https://boston.craigslist.org/gbs/apa/d/somerville-renovated-studio-with/7513662483.html,Tue 26 Jul 02:19:02 PM,1800.0,0,1.0,400.0,3.54717,"(795, 2520]"
342,https://boston.craigslist.org/gbs/apa/d/chestnut-hill-fabulous-renovated-bed/7513621701.html,Tue 26 Jul 01:00:56 PM,3050.0,2,1.0,1100.0,6.65522,"(2520, 3300]"
343,https://boston.craigslist.org/gbs/apa/d/west-roxbury-gorgeous-renovated-bed-in/7513612762.html,Tue 26 Jul 12:43:57 PM,3100.0,3,1.0,1150.0,7.27639,"(2520, 3300]"
344,https://boston.craigslist.org/gbs/apa/d/medford-no-fee-medford-ma-bed-bath/7513605184.html,Tue 26 Jul 12:29:29 PM,3100.0,3,2.0,1300.0,5.9793,"(2520, 3300]"
345,https://boston.craigslist.org/gbs/apa/d/boston-north-end-1b1b-with-lots-of/7513598009.html,Tue 26 Jul 12:15:40 PM,2400.0,1,1.0,700.0,1.61858,"(795, 2520]"
346,https://boston.craigslist.org/gbs/apa/d/boston-north-end-prince-street/7513597384.html,Tue 26 Jul 12:14:30 PM,2600.0,2,1.0,750.0,1.54525,"(2520, 3300]"
347,https://boston.craigslist.org/gbs/apa/d/boston-updated-north-end-apt-no-fee-in/7513596659.html,Tue 26 Jul 12:13:05 PM,2850.0,1,1.0,750.0,1.5712,"(2520, 3300]"
348,https://boston.craigslist.org/gbs/apa/d/brighton-luxury-condo-2br-1ba/7513583875.html,Tue 26 Jul 11:48:32 AM,2725.0,2,1.0,765.0,5.75577,"(2520, 3300]"
349,https://boston.craigslist.org/gbs/apa/d/west-medford-huge-classic-lovely-quiet/7513579732.html,Tue 26 Jul 11:40:10 AM,1750.0,2,1.0,1200.0,6.92643,"(795, 2520]"
351,https://boston.craigslist.org/gbs/apa/d/newton-seeking-roommate-for-2b2b/7513560770.html,Tue 26 Jul 11:02:43 AM,950.0,2,2.0,1080.0,7.20909,"(795, 2520]"
352,https://boston.craigslist.org/gbs/apa/d/somerville-somerville-1st-month-free/7513554653.html,Tue 26 Jul 10:50:40 AM,3654.0,1,1.0,726.0,4.01651,"(3300, 5100]"
353,https://boston.craigslist.org/gbs/apa/d/boston-bedrooms-near-neu/7513549084.html,Tue 26 Jul 10:38:38 AM,4600.0,2,1.0,1200.0,1.96123,"(3300, 5100]"
357,https://boston.craigslist.org/gbs/apa/d/roslindale-3bed-deleaded-available-now/7513498304.html,Tue 26 Jul 08:12:51 AM,2950.0,3,1.0,1100.0,6.77401,"(2520, 3300]"
359,https://boston.craigslist.org/gbs/apa/d/cambridge-beautiful-25-bed-two-bath/7513486491.html,Tue 26 Jul 06:57:39 AM,2350.0,2,1.0,1100.0,6.49762,"(795, 2520]"
360,https://boston.craigslist.org/gbs/apa/d/cambridge-nice-basement-apartment/7513404096.html,Mon 25 Jul 08:41:58 PM,2500.0,1,1.0,750.0,4.7125,"(795, 2520]"
365,https://boston.craigslist.org/gbs/apa/d/boston-24-hour-package-room-rooftop/7513352639.html,Mon 25 Jul 06:22:50 PM,3968.0,1,1.0,856.0,0.29013,"(3300, 5100]"
366,https://boston.craigslist.org/gbs/apa/d/boston-nest-learning-thermostats-access/7513350886.html,Mon 25 Jul 06:18:48 PM,4323.0,2,2.0,922.0,1.77868,"(3300, 5100]"
367,https://boston.craigslist.org/gbs/apa/d/watertown-nice-sunny-bedroom-bath/7513342243.html,Mon 25 Jul 05:59:12 PM,2475.0,2,1.0,1100.0,6.94847,"(795, 2520]"
368,https://boston.craigslist.org/gbs/apa/d/somerville-amazing-2bdrm-in-huge/7513338523.html,Mon 25 Jul 05:51:04 PM,3000.0,2,1.0,1000.0,3.67528,"(2520, 3300]"
369,https://boston.craigslist.org/gbs/apa/d/brighton-sunny-open-utilities-included/7513336998.html,Mon 25 Jul 05:47:32 PM,2500.0,2,1.0,750.0,5.23182,"(795, 2520]"
370,https://boston.craigslist.org/gbs/apa/d/newton-garage-parking-living-dining/7513327644.html,Mon 25 Jul 05:26:47 PM,2850.0,3,1.0,1400.0,6.59214,"(2520, 3300]"
371,https://boston.craigslist.org/gbs/apa/d/medford-gut-renovation-bed-office/7513326032.html,Mon 25 Jul 05:23:16 PM,3000.0,3,1.0,1350.0,5.99345,"(2520, 3300]"
372,https://boston.craigslist.org/gbs/apa/d/dorchester-fabulous-new-custom-bedroom/7513318577.html,Mon 25 Jul 05:07:31 PM,2200.0,1,1.0,900.0,2.63065,"(795, 2520]"
373,https://boston.craigslist.org/gbs/apa/d/somerville-no-fee-granite-stainless-d/7513313213.html,Mon 25 Jul 04:56:48 PM,2795.0,1,1.0,700.0,4.13387,"(2520, 3300]"
374,https://boston.craigslist.org/gbs/apa/d/somerville-no-fee-huge-bed-bath-central/7513310575.html,Mon 25 Jul 04:51:19 PM,3495.0,2,2.0,1055.0,4.13387,"(3300, 5100]"
375,https://boston.craigslist.org/gbs/apa/d/cambridge-no-fee-full-reno-top-floor/7513309607.html,Mon 25 Jul 04:49:13 PM,4195.0,3,1.0,1000.0,3.53823,"(3300, 5100]"
376,https://boston.craigslist.org/gbs/apa/d/newton-center-no-fee-amazing-open/7513308381.html,Mon 25 Jul 04:46:45 PM,2795.0,1,1.0,750.0,7.33659,"(2520, 3300]"
378,https://boston.craigslist.org/gbs/apa/d/somerville-awesome-bed-free-laundry/7513284878.html,Mon 25 Jul 03:56:05 PM,3000.0,1,1.0,1000.0,5.05682,"(2520, 3300]"
379,https://boston.craigslist.org/gbs/apa/d/boston-sunny-spacious-bedroom-on-beacon/7513276534.html,Mon 25 Jul 03:35:52 PM,2400.0,1,1.0,600.0,1.62052,"(795, 2520]"
380,https://boston.craigslist.org/gbs/apa/d/dorchester-center-savinhill-urban-oasis/7513271984.html,Mon 25 Jul 03:26:04 PM,2450.0,2,1.0,600.0,3.64151,"(795, 2520]"
382,https://boston.craigslist.org/gbs/apa/d/somerville-wow-spectacular-stylish-1bed/7513268195.html,Mon 25 Jul 03:18:14 PM,2916.0,1,1.0,642.0,4.01651,"(2520, 3300]"
383,https://boston.craigslist.org/gbs/apa/d/roxbury-crossing-spacious-bdrm-on-ft/7513266482.html,Mon 25 Jul 03:15:06 PM,2700.0,1,1.0,750.0,2.77011,"(2520, 3300]"
385,https://boston.craigslist.org/gbs/apa/d/melrose-melrose-brand-new-be-the-first/7513214241.html,Mon 25 Jul 01:40:22 PM,3625.0,2,2.0,1087.0,7.86347,"(3300, 5100]"
386,https://boston.craigslist.org/gbs/apa/d/boston-eye-grabbing-new-luxury-in-of/7513210938.html,Mon 25 Jul 01:34:29 PM,3538.0,1,1.0,610.0,0.29013,"(3300, 5100]"
388,https://boston.craigslist.org/gbs/apa/d/cambridge-inman-sq-apartment-for-rent/7513074462.html,Mon 25 Jul 12:51:32 PM,1600.0,1,1.0,680.0,3.35578,"(795, 2520]"
389,https://boston.craigslist.org/gbs/apa/d/brighton-sept-lease-bedroom-with-own/7513185071.html,Mon 25 Jul 12:49:11 PM,2400.0,2,1.0,600.0,5.66358,"(795, 2520]"
390,https://boston.craigslist.org/gbs/apa/d/south-boston-newly-renovated-southie/7513158769.html,Mon 25 Jul 12:02:24 PM,2550.0,1,1.0,526.0,1.12089,"(2520, 3300]"
391,https://boston.craigslist.org/gbs/apa/d/boston-eye-grabbing-new-luxury-in-of/7513152869.html,Mon 25 Jul 11:51:28 AM,3538.0,1,1.0,615.0,0.29013,"(3300, 5100]"
392,https://boston.craigslist.org/gbs/apa/d/dorchester-lovely-renovated-basement/7513150175.html,Mon 25 Jul 11:46:10 AM,1825.0,0,1.0,550.0,3.5175,"(795, 2520]"
393,https://boston.craigslist.org/gbs/apa/d/brighton-brand-new-construction-in/7513141654.html,Mon 25 Jul 11:30:34 AM,3150.0,2,1.0,575.0,5.03906,"(2520, 3300]"
394,https://boston.craigslist.org/gbs/apa/d/cambridge-modern-br-in-elevator-in-bldg/7513138501.html,Mon 25 Jul 11:24:56 AM,2900.0,2,1.0,725.0,4.7125,"(2520, 3300]"
395,https://boston.craigslist.org/gbs/apa/d/roxbury-crossing-incredible-brand-new/7513127585.html,Mon 25 Jul 11:03:29 AM,3375.0,1,1.0,618.0,3.01079,"(3300, 5100]"
396,https://boston.craigslist.org/gbs/apa/d/cambridge-renovated-br-ba-central-air/7513107752.html,Mon 25 Jul 10:23:10 AM,4050.0,2,2.0,939.0,3.35578,"(3300, 5100]"
397,https://boston.craigslist.org/gbs/apa/d/somerville-somerville-brand-new-luxury/7513072670.html,Mon 25 Jul 08:54:49 AM,2985.0,0,1.0,521.0,4.01651,"(2520, 3300]"
398,https://boston.craigslist.org/gbs/apa/d/somerville-no-fee-sept1-brand-new-4b/7513061145.html,Mon 25 Jul 08:10:39 AM,4700.0,4,2.0,1400.0,3.58473,"(3300, 5100]"
399,https://boston.craigslist.org/gbs/apa/d/medford-ready-31-gut-renovation-br-bath/7513060809.html,Mon 25 Jul 08:08:58 AM,3600.0,3,1.0,1100.0,5.92117,"(3300, 5100]"
400,https://boston.craigslist.org/gbs/apa/d/boston-bd-bath-back-bay/7513060572.html,Mon 25 Jul 08:07:47 AM,2750.0,1,1.0,800.0,2.23097,"(2520, 3300]"
401,https://boston.craigslist.org/gbs/apa/d/cambridge-harvard-sq-furnished-condo/7513052880.html,Mon 25 Jul 07:24:26 AM,2250.0,1,1.0,500.0,4.79906,"(795, 2520]"
402,https://boston.craigslist.org/gbs/apa/d/boston-vinton-street-bed-south-boston/7513046145.html,Mon 25 Jul 06:18:31 AM,2600.0,2,1.0,900.0,1.11296,"(2520, 3300]"
404,https://boston.craigslist.org/gbs/apa/d/boston-350-west-4th-unit-103/7513004048.html,Sun 24 Jul 10:42:41 PM,2650.0,1,1.0,550.0,0.62643,"(2520, 3300]"
405,https://boston.craigslist.org/gbs/apa/d/boston-132-west-concord-unit/7512998715.html,Sun 24 Jul 10:17:40 PM,1625.0,1,1.0,475.0,1.7183,"(795, 2520]"
406,https://boston.craigslist.org/gbs/apa/d/boston-you-will-the-roofdeck-view-new/7512987442.html,Sun 24 Jul 09:30:53 PM,3434.0,2,2.0,1000.0,0.9409,"(3300, 5100]"
407,https://boston.craigslist.org/gbs/apa/d/somerville-davis-square-br-no-broker/7512985345.html,Sun 24 Jul 09:22:50 PM,2500.0,1,1.0,640.0,5.35542,"(795, 2520]"
409,https://boston.craigslist.org/gbs/apa/d/brighton-beautiful-3bed-1bathlaundry-in/7512979477.html,Sun 24 Jul 09:00:08 PM,2500.0,3,1.0,850.0,5.48372,"(795, 2520]"
410,https://boston.craigslist.org/gbs/apa/d/jamaica-plain-fantastic-jamaica-plain/7512957530.html,Sun 24 Jul 07:45:06 PM,2400.0,2,1.0,900.0,4.20719,"(795, 2520]"
411,https://boston.craigslist.org/gbs/apa/d/east-boston-state-of-the-art-luxury/7512943709.html,Sun 24 Jul 07:02:18 PM,2315.0,1,1.0,700.0,1.6278,"(795, 2520]"
412,https://boston.craigslist.org/gbs/apa/d/cambridge-available-now-renovated-bed/7512924466.html,Sun 24 Jul 06:05:34 PM,3500.0,2,1.0,850.0,3.15344,"(3300, 5100]"
413,https://boston.craigslist.org/gbs/apa/d/cambridge-available-now-renovated-bed/7512920168.html,Sun 24 Jul 05:53:33 PM,3500.0,2,1.0,850.0,3.15344,"(3300, 5100]"
414,https://boston.craigslist.org/gbs/apa/d/somerville-beautiful-two-bedroom/7512854686.html,Sun 24 Jul 03:09:10 PM,3600.0,2,1.5,1300.0,5.51567,"(3300, 5100]"
415,https://boston.craigslist.org/gbs/apa/d/boston-189-beacon-st/7512838055.html,Sun 24 Jul 02:31:12 PM,2385.0,0,1.0,236.0,1.79049,"(795, 2520]"
416,https://boston.craigslist.org/gbs/apa/d/somerville-renovated-somerville-condo/7512783612.html,Sun 24 Jul 12:26:15 PM,4000.0,3,2.0,1350.0,3.89989,"(3300, 5100]"
417,https://boston.craigslist.org/gbs/apa/d/allston-two-bedroom-apartment-in-small/7512778914.html,Sun 24 Jul 12:15:12 PM,2500.0,2,1.0,950.0,4.57634,"(795, 2520]"
418,https://boston.craigslist.org/gbs/apa/d/belmont-bedroomin-apartment-complex/7512764483.html,Sun 24 Jul 11:40:28 AM,2250.0,2,2.0,995.0,7.72511,"(795, 2520]"
419,https://boston.craigslist.org/gbs/apa/d/chelsea-recently-fully-renovated-2b1b/7512754376.html,Sun 24 Jul 11:13:35 AM,2800.0,2,1.0,1150.0,3.58856,"(2520, 3300]"
420,https://boston.craigslist.org/gbs/apa/d/charlestown-charlestown-bd-condo-for/7512753313.html,Sun 24 Jul 11:10:48 AM,2650.0,2,1.0,750.0,2.91298,"(2520, 3300]"
