,URL,Date,Rent,Bedrooms,Bathrooms,Area,Distance,Rent_bucket
58,https://boston.craigslist.org/gbs/apa/d/malden-bedroom-sf/7513999899.html,Wed 27 Jul 11:46:27 AM,3100.0,4,1.0,1331.0,5.2776,"(2520, 3300]"
60,https://boston.craigslist.org/gbs/apa/d/jamaica-plain-avail-1-modern-jp-bed/7513991611.html,Wed 27 Jul 11:30:16 AM,3789.0,2,2.0,928.0,3.65231,"(3300, 5100]"
61,https://boston.craigslist.org/gbs/apa/d/east-boston-no-feebrand-new-br-harbor/7513989673.html,Wed 27 Jul 11:26:20 AM,3500.0,3,1.0,1400.0,1.49517,"(3300, 5100]"
62,https://boston.craigslist.org/gbs/apa/d/boston-seaport-studio-apartment-no-fee/7513979995.html,Wed 27 Jul 11:07:18 AM,3007.0,0,1.0,491.0,0.29013,"(2520, 3300]"
63,https://boston.craigslist.org/gbs/apa/d/brookline-village-modern-bed-near/7513978171.html,Wed 27 Jul 11:03:38 AM,3270.0,1,1.0,744.0,3.59021,"(2520, 3300]"
64,https://boston.craigslist.org/gbs/apa/d/brighton-vacant-for-asap-or-1-porch/7513966368.html,Wed 27 Jul 10:40:25 AM,1750.0,1,1.0,700.0,6.09127,"(795, 2520]"
66,https://boston.craigslist.org/gbs/apa/d/cambridge-bdr-den/7513957089.html,Wed 27 Jul 10:19:28 AM,3850.0,2,1.0,1320.0,3.35578,"(3300, 5100]"
68,https://boston.craigslist.org/gbs/apa/d/jamaica-plain-one-bed-jul-sept-move-in/7513944577.html,Wed 27 Jul 09:51:11 AM,2300.0,1,1.0,624.0,4.03658,"(795, 2520]"
69,https://boston.craigslist.org/gbs/apa/d/cambridge-bd-bath-dw-central-c-in-unit/7513936711.html,Wed 27 Jul 09:30:48 AM,4500.0,3,1.0,800.0,3.16906,"(3300, 5100]"
70,https://boston.craigslist.org/gbs/apa/d/somerville-somerville-sullivan-square/7513898903.html,Wed 27 Jul 06:14:56 AM,2500.0,2,1.0,950.0,3.25615,"(795, 2520]"
72,https://boston.craigslist.org/gbs/apa/d/cambridge-no-fee-br-15-ba-gleaming/7513849928.html,Tue 26 Jul 10:19:59 PM,3800.0,2,1.5,850.0,2.89901,"(3300, 5100]"
73,https://boston.craigslist.org/gbs/apa/d/brighton-1-renovated-ht-hw-included-pet/7513833981.html,Tue 26 Jul 09:19:46 PM,2600.0,1,1.0,430.0,5.60744,"(2520, 3300]"
74,https://boston.craigslist.org/gbs/apa/d/chelsea-beautiful-small-townhouse/7513827099.html,Tue 26 Jul 08:56:03 PM,1950.0,1,1.0,550.0,3.58856,"(795, 2520]"
75,https://boston.craigslist.org/gbs/apa/d/cambridge-arlington-cambridge-line/7513819491.html,Tue 26 Jul 08:31:06 PM,3050.0,2,1.0,900.0,6.45326,"(2520, 3300]"
76,https://boston.craigslist.org/gbs/apa/d/brighton-2br-1ba-parking-yard-quiet/7513811379.html,Tue 26 Jul 08:05:43 PM,2100.0,2,1.0,1100.0,6.39106,"(795, 2520]"
77,https://boston.craigslist.org/gbs/apa/d/roxbury-bedroom-apartment-renovated/7513807016.html,Tue 26 Jul 07:52:54 PM,1949.0,1,1.0,600.0,2.97575,"(795, 2520]"
78,https://boston.craigslist.org/gbs/apa/d/brighton-sunny-open-utilities-included/7513786509.html,Tue 26 Jul 06:55:44 PM,1800.0,0,1.0,450.0,5.23182,"(795, 2520]"
80,https://boston.craigslist.org/gbs/apa/d/boston-rooftop-deck-with-seating-and/7513772179.html,Tue 26 Jul 06:16:55 PM,3088.0,1,1.0,673.0,1.77868,"(2520, 3300]"
81,https://boston.craigslist.org/gbs/apa/d/dorchester-gorgeous-renovated-2nd-floor/7513770318.html,Tue 26 Jul 06:12:15 PM,3900.0,4,2.0,1050.0,2.21539,"(3300, 5100]"
82,https://boston.craigslist.org/gbs/apa/d/boston-bed-office-in-the-north-end/7513767605.html,Tue 26 Jul 06:05:16 PM,3250.0,2,1.0,1200.0,1.44663,"(2520, 3300]"
83,https://boston.craigslist.org/gbs/apa/d/brighton-brand-new-renovated-on-trolley/7513765687.html,Tue 26 Jul 06:01:03 PM,3295.0,2,1.0,800.0,5.33057,"(2520, 3300]"
85,https://boston.craigslist.org/gbs/apa/d/cambridge-cambridge-bed-baths-levels/7513737240.html,Tue 26 Jul 04:54:47 PM,4500.0,3,2.0,1586.0,3.49994,"(3300, 5100]"
86,https://boston.craigslist.org/gbs/apa/d/dorchester-large-updated-4bed-2bath-in/7513737134.html,Tue 26 Jul 04:54:32 PM,3800.0,4,2.0,1000.0,2.12417,"(3300, 5100]"
87,https://boston.craigslist.org/gbs/apa/d/chelsea-spacious-updated-bed-parking/7513736754.html,Tue 26 Jul 04:53:40 PM,1800.0,1,1.0,525.0,2.99546,"(795, 2520]"
88,https://boston.craigslist.org/gbs/apa/d/jamaica-plain-two-bedroom-with-balcony/7513718080.html,Tue 26 Jul 04:12:00 PM,3724.0,2,2.0,897.0,3.66738,"(3300, 5100]"
89,https://boston.craigslist.org/gbs/apa/d/jamaica-plain-stunning-2br-unit-in-jp/7513718064.html,Tue 26 Jul 04:11:58 PM,3789.0,2,2.0,928.0,4.10835,"(3300, 5100]"
90,https://boston.craigslist.org/gbs/apa/d/jamaica-plain-stunning-2br-unit-in-jp/7513717170.html,Tue 26 Jul 04:10:08 PM,3724.0,2,2.0,897.0,4.10835,"(3300, 5100]"
91,https://boston.craigslist.org/gbs/apa/d/charlestown-2br-unit-close-to-sullivan/7513714803.html,Tue 26 Jul 04:05:00 PM,4621.0,2,2.0,1010.0,2.45034,"(3300, 5100]"
92,https://boston.craigslist.org/gbs/apa/d/jamaica-plain-beautiful-two-bedroom/7513712835.html,Tue 26 Jul 04:01:11 PM,3789.0,2,2.0,928.0,3.66738,"(3300, 5100]"
93,https://boston.craigslist.org/gbs/apa/d/jamaica-plain-spacious-three-bedroom/7513708155.html,Tue 26 Jul 03:51:17 PM,4728.0,3,2.0,1214.0,4.10835,"(3300, 5100]"
94,https://boston.craigslist.org/gbs/apa/d/jamaica-plain-gorgeous-three-bedroom/7513704277.html,Tue 26 Jul 03:43:01 PM,4485.0,3,2.0,1058.0,3.66738,"(3300, 5100]"
95,https://boston.craigslist.org/gbs/apa/d/charlestown-3br-upper-duplex/7513676077.html,Tue 26 Jul 02:45:46 PM,3200.0,3,2.0,1500.0,2.67277,"(2520, 3300]"
96,https://boston.craigslist.org/gbs/apa/d/somerville-new-bathroom-new-kitchen/7513663101.html,Tue 26 Jul 02:20:16 PM,2700.0,2,1.0,800.0,3.54717,"(2520, 3300]"
97,https://boston.craigslist.org/gbs/apa/d/somerville-renovated-studio-with/7513662483.html,Tue 26 Jul 02:19:02 PM,1800.0,0,1.0,400.0,3.54717,"(795, 2520]"
100,https://boston.craigslist.org/gbs/apa/d/chestnut-hill-fabulous-renovated-bed/7513621701.html,Tue 26 Jul 01:00:56 PM,3050.0,2,1.0,1100.0,6.65522,"(2520, 3300]"
101,https://boston.craigslist.org/gbs/apa/d/west-roxbury-gorgeous-renovated-bed-in/7513612762.html,Tue 26 Jul 12:43:57 PM,3100.0,3,1.0,1150.0,7.27639,"(2520, 3300]"
102,https://boston.craigslist.org/gbs/apa/d/medford-no-fee-medford-ma-bed-bath/7513605184.html,Tue 26 Jul 12:29:29 PM,3100.0,3,2.0,1300.0,5.9793,"(2520, 3300]"
103,https://boston.craigslist.org/gbs/apa/d/boston-north-end-1b1b-with-lots-of/7513598009.html,Tue 26 Jul 12:15:40 PM,2400.0,1,1.0,700.0,1.61858,"(795, 2520]"
104,https://boston.craigslist.org/gbs/apa/d/boston-north-end-prince-street/7513597384.html,Tue 26 Jul 12:14:30 PM,2600.0,2,1.0,750.0,1.54525,"(2520, 3300]"
105,https://boston.craigslist.org/gbs/apa/d/boston-updated-north-end-apt-no-fee-in/7513596659.html,Tue 26 Jul 12:13:05 PM,2850.0,1,1.0,750.0,1.5712,"(2520, 3300]"
106,https://boston.craigslist.org/gbs/apa/d/brighton-luxury-condo-2br-1ba/7513583875.html,Tue 26 Jul 11:48:32 AM,2725.0,2,1.0,765.0,5.75577,"(2520, 3300]"
107,https://boston.craigslist.org/gbs/apa/d/west-medford-huge-classic-lovely-quiet/7513579732.html,Tue 26 Jul 11:40:10 AM,1750.0,2,1.0,1200.0,6.92643,"(795, 2520]"
109,https://boston.craigslist.org/gbs/apa/d/newton-seeking-roommate-for-2b2b/7513560770.html,Tue 26 Jul 11:02:43 AM,950.0,2,2.0,1080.0,7.20909,"(795, 2520]"
110,https://boston.craigslist.org/gbs/apa/d/somerville-somerville-1st-month-free/7513554653.html,Tue 26 Jul 10:50:40 AM,3654.0,1,1.0,726.0,4.01651,"(3300, 5100]"
111,https://boston.craigslist.org/gbs/apa/d/boston-bedrooms-near-neu/7513549084.html,Tue 26 Jul 10:38:38 AM,4600.0,2,1.0,1200.0,1.96123,"(3300, 5100]"
115,https://boston.craigslist.org/gbs/apa/d/roslindale-3bed-deleaded-available-now/7513498304.html,Tue 26 Jul 08:12:51 AM,2950.0,3,1.0,1100.0,6.77401,"(2520, 3300]"
117,https://boston.craigslist.org/gbs/apa/d/cambridge-beautiful-25-bed-two-bath/7513486491.html,Tue 26 Jul 06:57:39 AM,2350.0,2,1.0,1100.0,6.49762,"(795, 2520]"
118,https://boston.craigslist.org/gbs/apa/d/cambridge-nice-basement-apartment/7513404096.html,Mon 25 Jul 08:41:58 PM,2500.0,1,1.0,750.0,4.7125,"(795, 2520]"
123,https://boston.craigslist.org/gbs/apa/d/boston-24-hour-package-room-rooftop/7513352639.html,Mon 25 Jul 06:22:50 PM,3968.0,1,1.0,856.0,0.29013,"(3300, 5100]"
124,https://boston.craigslist.org/gbs/apa/d/boston-nest-learning-thermostats-access/7513350886.html,Mon 25 Jul 06:18:48 PM,4323.0,2,2.0,922.0,1.77868,"(3300, 5100]"
125,https://boston.craigslist.org/gbs/apa/d/watertown-nice-sunny-bedroom-bath/7513342243.html,Mon 25 Jul 05:59:12 PM,2475.0,2,1.0,1100.0,6.94847,"(795, 2520]"
126,https://boston.craigslist.org/gbs/apa/d/somerville-amazing-2bdrm-in-huge/7513338523.html,Mon 25 Jul 05:51:04 PM,3000.0,2,1.0,1000.0,3.67528,"(2520, 3300]"
127,https://boston.craigslist.org/gbs/apa/d/brighton-sunny-open-utilities-included/7513336998.html,Mon 25 Jul 05:47:32 PM,2500.0,2,1.0,750.0,5.23182,"(795, 2520]"
128,https://boston.craigslist.org/gbs/apa/d/newton-garage-parking-living-dining/7513327644.html,Mon 25 Jul 05:26:47 PM,2850.0,3,1.0,1400.0,6.59214,"(2520, 3300]"
129,https://boston.craigslist.org/gbs/apa/d/medford-gut-renovation-bed-office/7513326032.html,Mon 25 Jul 05:23:16 PM,3000.0,3,1.0,1350.0,5.99345,"(2520, 3300]"
130,https://boston.craigslist.org/gbs/apa/d/dorchester-fabulous-new-custom-bedroom/7513318577.html,Mon 25 Jul 05:07:31 PM,2200.0,1,1.0,900.0,2.63065,"(795, 2520]"
133,https://boston.craigslist.org/gbs/apa/d/somerville-davis-porter-sq-modern-bed/7514579965.html,Thu 28 Jul 05:25:21 PM,3350.0,2,1.0,850.0,5.24023,"(3300, 5100]"
135,https://boston.craigslist.org/gbs/apa/d/somerville-davis-porter-sq-modern-bed/7514579965.html,Thu 28 Jul 05:25:21 PM,3350.0,2,1.0,850.0,5.24023,"(3300, 5100]"
136,https://boston.craigslist.org/gbs/apa/d/somerville-somerville-spacious-two/7514560921.html,Thu 28 Jul 04:41:21 PM,2650.0,2,1.0,1025.0,4.36249,"(2520, 3300]"
137,https://boston.craigslist.org/gbs/apa/d/cambridge-beautiful-fully-renovated-br/7514552755.html,Thu 28 Jul 04:22:55 PM,4115.0,2,1.0,1001.0,4.7125,"(3300, 5100]"
138,https://boston.craigslist.org/gbs/apa/d/revere-modern-sunny-beach-front-bedroom/7514547402.html,Thu 28 Jul 04:10:46 PM,1895.0,1,1.0,750.0,5.14923,"(795, 2520]"
139,https://boston.craigslist.org/gbs/apa/d/cambridge-no-fee-beautifully-rehabbed/7514530629.html,Thu 28 Jul 03:33:46 PM,3255.0,2,1.5,657.0,4.7125,"(2520, 3300]"
140,https://boston.craigslist.org/gbs/apa/d/cambridge-prime-kendall-square-location/7514514012.html,Thu 28 Jul 02:59:40 PM,2500.0,2,1.0,592.0,3.09176,"(795, 2520]"
142,https://boston.craigslist.org/gbs/apa/d/cambridge-fully-furnished-studio-with/7514496832.html,Thu 28 Jul 02:25:00 PM,1995.0,1,1.0,400.0,2.6484,"(795, 2520]"
146,https://boston.craigslist.org/gbs/apa/d/jamaica-plain-private-jp-studio/7514485950.html,Thu 28 Jul 02:03:15 PM,1300.0,0,1.0,350.0,3.94778,"(795, 2520]"
147,https://boston.craigslist.org/gbs/apa/d/melrose-sunny-large-450-sq-ft-studio/7514462813.html,Thu 28 Jul 01:17:20 PM,1395.0,0,1.0,450.0,7.86347,"(795, 2520]"
148,https://boston.craigslist.org/gbs/apa/d/chelsea-snuggle-up-with-fido-in-our/7514458982.html,Thu 28 Jul 01:10:02 PM,2313.0,1,1.0,648.0,3.88054,"(795, 2520]"
149,https://boston.craigslist.org/gbs/apa/d/somerville-pet-friendly-with-gated-yard/7514455061.html,Thu 28 Jul 01:02:39 PM,3000.0,3,1.0,1300.0,4.69991,"(2520, 3300]"
150,https://boston.craigslist.org/gbs/apa/d/boston-north-end-1b1b-with-hardwood/7514441718.html,Thu 28 Jul 12:37:18 PM,2500.0,1,1.0,550.0,1.5939,"(795, 2520]"
151,https://boston.craigslist.org/gbs/apa/d/dorchester-bedroom-apartment-near-jfk/7514440375.html,Thu 28 Jul 12:34:36 PM,2500.0,2,1.0,1150.0,1.88378,"(795, 2520]"
152,https://boston.craigslist.org/gbs/apa/d/jamaica-plain-elegant-spacious-studio/7514423364.html,Thu 28 Jul 12:02:02 PM,2100.0,1,1.0,800.0,4.14997,"(795, 2520]"
153,https://boston.craigslist.org/gbs/apa/d/chestnut-hill-one-bedroom-at-broadlawn/7514404330.html,Thu 28 Jul 11:21:44 AM,2300.0,1,1.0,780.0,6.92266,"(795, 2520]"
154,https://boston.craigslist.org/gbs/apa/d/jamaica-plain-sept-gorgeous-jamaica/7514395117.html,Thu 28 Jul 11:01:22 AM,2600.0,1,1.0,1000.0,3.78027,"(2520, 3300]"
155,https://boston.craigslist.org/gbs/apa/d/jamaica-plain-one-bed-jul-sept-move-in/7514394371.html,Thu 28 Jul 10:59:58 AM,2300.0,1,1.0,624.0,4.03658,"(795, 2520]"
157,https://boston.craigslist.org/gbs/apa/d/brighton-bedroom-in-boston-brighton/7514387601.html,Thu 28 Jul 10:44:13 AM,2700.0,2,1.0,800.0,5.68072,"(2520, 3300]"
159,https://boston.craigslist.org/gbs/apa/d/somerville-no-fee-sept1-brand-new-4b/7514343332.html,Thu 28 Jul 08:40:40 AM,4700.0,4,2.0,1400.0,3.58473,"(3300, 5100]"
160,https://boston.craigslist.org/gbs/apa/d/cambridge-bed-bath-study-large-private/7514335724.html,Thu 28 Jul 08:06:26 AM,4250.0,3,1.0,1500.0,3.79756,"(3300, 5100]"
161,https://boston.craigslist.org/gbs/apa/d/cambridge-basement-one-bedroom/7514330271.html,Thu 28 Jul 07:34:05 AM,1300.0,1,1.5,400.0,3.3116,"(795, 2520]"
164,https://boston.craigslist.org/gbs/apa/d/medford-neartufts-beautiful-bedroom-apt/7514306590.html,Thu 28 Jul 02:00:02 AM,2800.0,3,1.0,1142.0,5.9793,"(2520, 3300]"
165,https://boston.craigslist.org/gbs/apa/d/cambridge-no-fee-block-to-cambridgeside/7514296726.html,Thu 28 Jul 12:28:07 AM,1195.0,1,1.0,1000.0,2.3738,"(795, 2520]"
166,https://boston.craigslist.org/gbs/apa/d/medford-ready-31-gut-renovation-br-bath/7514273512.html,Wed 27 Jul 10:20:36 PM,3600.0,3,1.0,1300.0,6.03923,"(3300, 5100]"
167,https://boston.craigslist.org/gbs/apa/d/cambridge-arlington-rooms-25-bedrooms/7514272082.html,Wed 27 Jul 10:14:19 PM,2600.0,2,1.0,1300.0,6.64149,"(2520, 3300]"
168,https://boston.craigslist.org/gbs/apa/d/somerville-solid-bedroom-apt-with-heat/7514261806.html,Wed 27 Jul 09:32:48 PM,2000.0,1,1.0,600.0,4.64457,"(795, 2520]"
169,https://boston.craigslist.org/gbs/apa/d/somerville-2br-ba-with-garage-parking/7514242446.html,Wed 27 Jul 08:28:55 PM,2000.0,2,1.0,1200.0,5.51567,"(795, 2520]"
170,https://boston.craigslist.org/gbs/apa/d/south-boston-bed-bath-south-boston-east/7514213088.html,Wed 27 Jul 07:05:01 PM,3000.0,2,1.0,720.0,1.19609,"(2520, 3300]"
171,https://boston.craigslist.org/gbs/apa/d/cambridge-1-priv-suite-inc-solarium/7514209371.html,Wed 27 Jul 06:54:56 PM,990.0,1,1.0,500.0,3.37354,"(795, 2520]"
172,https://boston.craigslist.org/gbs/apa/d/boston-rooftop-grilling-area-rooftop/7514201297.html,Wed 27 Jul 06:33:54 PM,4775.0,1,1.0,901.0,1.80581,"(3300, 5100]"
173,https://boston.craigslist.org/gbs/apa/d/boston-yoga-room-moving-services-with/7514198855.html,Wed 27 Jul 06:27:58 PM,3074.0,0,1.0,453.0,1.00325,"(2520, 3300]"
175,https://boston.craigslist.org/gbs/apa/d/boston-high-efficiency-led-lighting-dog/7514195772.html,Wed 27 Jul 06:19:53 PM,2782.0,1,1.0,597.0,1.77868,"(2520, 3300]"
176,https://boston.craigslist.org/gbs/apa/d/west-roxbury-gorgeous-renovated-bed-in/7514178801.html,Wed 27 Jul 05:38:19 PM,3100.0,3,1.0,1150.0,7.27639,"(2520, 3300]"
178,https://boston.craigslist.org/gbs/apa/d/cambridge-luxury-2br-2ba-1-alewife/7514148386.html,Wed 27 Jul 04:30:25 PM,3600.0,2,2.0,991.0,6.03301,"(3300, 5100]"
179,https://boston.craigslist.org/gbs/apa/d/brighton-spacious-bed-with-parking-huge/7514148205.html,Wed 27 Jul 04:30:05 PM,3000.0,3,1.0,1200.0,6.28736,"(2520, 3300]"
180,https://boston.craigslist.org/gbs/apa/d/cambridge-alewife-luxury-1br-1/7514145418.html,Wed 27 Jul 04:24:09 PM,3200.0,1,1.0,731.0,6.03301,"(2520, 3300]"
181,https://boston.craigslist.org/gbs/apa/d/somerville-no-fee-huge-bed-bath-central/7514134332.html,Wed 27 Jul 04:01:58 PM,3495.0,2,2.0,1055.0,4.13387,"(3300, 5100]"
185,https://boston.craigslist.org/gbs/apa/d/boston-spacious-bed-subway-shopping/7514076975.html,Wed 27 Jul 02:09:38 PM,2400.0,3,1.0,1100.0,1.90501,"(795, 2520]"
186,https://boston.craigslist.org/gbs/apa/d/dorchester-2bd-2ba-rental-3rd-flr/7514074603.html,Wed 27 Jul 02:04:58 PM,2350.0,2,2.0,750.0,3.80294,"(795, 2520]"
187,https://boston.craigslist.org/gbs/apa/d/somerville-bed-office-private-porch/7514074117.html,Wed 27 Jul 02:04:01 PM,2600.0,2,1.0,1500.0,4.42647,"(2520, 3300]"
189,https://boston.craigslist.org/gbs/apa/d/somerville-amazing-sommerville/7514047214.html,Wed 27 Jul 01:13:16 PM,1233.0,3,1.0,1100.0,3.63308,"(795, 2520]"
190,https://boston.craigslist.org/gbs/apa/d/allston-no-fee-stunning-new-renovation/7514030667.html,Wed 27 Jul 12:43:50 PM,3600.0,3,2.0,1100.0,4.41756,"(3300, 5100]"
191,https://boston.craigslist.org/gbs/apa/d/melrose-melrose-brand-new-be-the-first/7514012689.html,Wed 27 Jul 12:10:46 PM,3625.0,2,2.0,1087.0,7.86347,"(3300, 5100]"
192,https://boston.craigslist.org/gbs/apa/d/malden-bedroom-sf/7513999899.html,Wed 27 Jul 11:46:27 AM,3100.0,4,1.0,1331.0,5.2776,"(2520, 3300]"
194,https://boston.craigslist.org/gbs/apa/d/jamaica-plain-avail-1-modern-jp-bed/7513991611.html,Wed 27 Jul 11:30:16 AM,3789.0,2,2.0,928.0,3.65231,"(3300, 5100]"
195,https://boston.craigslist.org/gbs/apa/d/east-boston-no-feebrand-new-br-harbor/7513989673.html,Wed 27 Jul 11:26:20 AM,3500.0,3,1.0,1400.0,1.49517,"(3300, 5100]"
196,https://boston.craigslist.org/gbs/apa/d/boston-seaport-studio-apartment-no-fee/7513979995.html,Wed 27 Jul 11:07:18 AM,3007.0,0,1.0,491.0,0.29013,"(2520, 3300]"
197,https://boston.craigslist.org/gbs/apa/d/brookline-village-modern-bed-near/7513978171.html,Wed 27 Jul 11:03:38 AM,3270.0,1,1.0,744.0,3.59021,"(2520, 3300]"
198,https://boston.craigslist.org/gbs/apa/d/brighton-vacant-for-asap-or-1-porch/7513966368.html,Wed 27 Jul 10:40:25 AM,1750.0,1,1.0,700.0,6.09127,"(795, 2520]"
200,https://boston.craigslist.org/gbs/apa/d/cambridge-bdr-den/7513957089.html,Wed 27 Jul 10:19:28 AM,3850.0,2,1.0,1320.0,3.35578,"(3300, 5100]"
202,https://boston.craigslist.org/gbs/apa/d/jamaica-plain-one-bed-jul-sept-move-in/7513944577.html,Wed 27 Jul 09:51:11 AM,2300.0,1,1.0,624.0,4.03658,"(795, 2520]"
203,https://boston.craigslist.org/gbs/apa/d/cambridge-bd-bath-dw-central-c-in-unit/7513936711.html,Wed 27 Jul 09:30:48 AM,4500.0,3,1.0,800.0,3.16906,"(3300, 5100]"
204,https://boston.craigslist.org/gbs/apa/d/somerville-somerville-sullivan-square/7513898903.html,Wed 27 Jul 06:14:56 AM,2500.0,2,1.0,950.0,3.25615,"(795, 2520]"
206,https://boston.craigslist.org/gbs/apa/d/cambridge-no-fee-br-15-ba-gleaming/7513849928.html,Tue 26 Jul 10:19:59 PM,3800.0,2,1.5,850.0,2.89901,"(3300, 5100]"
207,https://boston.craigslist.org/gbs/apa/d/brighton-1-renovated-ht-hw-included-pet/7513833981.html,Tue 26 Jul 09:19:46 PM,2600.0,1,1.0,430.0,5.60744,"(2520, 3300]"
208,https://boston.craigslist.org/gbs/apa/d/chelsea-beautiful-small-townhouse/7513827099.html,Tue 26 Jul 08:56:03 PM,1950.0,1,1.0,550.0,3.58856,"(795, 2520]"
209,https://boston.craigslist.org/gbs/apa/d/cambridge-arlington-cambridge-line/7513819491.html,Tue 26 Jul 08:31:06 PM,3050.0,2,1.0,900.0,6.45326,"(2520, 3300]"
210,https://boston.craigslist.org/gbs/apa/d/brighton-2br-1ba-parking-yard-quiet/7513811379.html,Tue 26 Jul 08:05:43 PM,2100.0,2,1.0,1100.0,6.39106,"(795, 2520]"
211,https://boston.craigslist.org/gbs/apa/d/roxbury-bedroom-apartment-renovated/7513807016.html,Tue 26 Jul 07:52:54 PM,1949.0,1,1.0,600.0,2.97575,"(795, 2520]"
212,https://boston.craigslist.org/gbs/apa/d/brighton-sunny-open-utilities-included/7513786509.html,Tue 26 Jul 06:55:44 PM,1800.0,0,1.0,450.0,5.23182,"(795, 2520]"
214,https://boston.craigslist.org/gbs/apa/d/boston-rooftop-deck-with-seating-and/7513772179.html,Tue 26 Jul 06:16:55 PM,3088.0,1,1.0,673.0,1.77868,"(2520, 3300]"
215,https://boston.craigslist.org/gbs/apa/d/dorchester-gorgeous-renovated-2nd-floor/7513770318.html,Tue 26 Jul 06:12:15 PM,3900.0,4,2.0,1050.0,2.21539,"(3300, 5100]"
216,https://boston.craigslist.org/gbs/apa/d/boston-bed-office-in-the-north-end/7513767605.html,Tue 26 Jul 06:05:16 PM,3250.0,2,1.0,1200.0,1.44663,"(2520, 3300]"
217,https://boston.craigslist.org/gbs/apa/d/brighton-brand-new-renovated-on-trolley/7513765687.html,Tue 26 Jul 06:01:03 PM,3295.0,2,1.0,800.0,5.33057,"(2520, 3300]"
219,https://boston.craigslist.org/gbs/apa/d/cambridge-cambridge-bed-baths-levels/7513737240.html,Tue 26 Jul 04:54:47 PM,4500.0,3,2.0,1586.0,3.49994,"(3300, 5100]"
220,https://boston.craigslist.org/gbs/apa/d/dorchester-large-updated-4bed-2bath-in/7513737134.html,Tue 26 Jul 04:54:32 PM,3800.0,4,2.0,1000.0,2.12417,"(3300, 5100]"
221,https://boston.craigslist.org/gbs/apa/d/chelsea-spacious-updated-bed-parking/7513736754.html,Tue 26 Jul 04:53:40 PM,1800.0,1,1.0,525.0,2.99546,"(795, 2520]"
222,https://boston.craigslist.org/gbs/apa/d/jamaica-plain-two-bedroom-with-balcony/7513718080.html,Tue 26 Jul 04:12:00 PM,3724.0,2,2.0,897.0,3.66738,"(3300, 5100]"
223,https://boston.craigslist.org/gbs/apa/d/jamaica-plain-stunning-2br-unit-in-jp/7513718064.html,Tue 26 Jul 04:11:58 PM,3789.0,2,2.0,928.0,4.10835,"(3300, 5100]"
224,https://boston.craigslist.org/gbs/apa/d/jamaica-plain-stunning-2br-unit-in-jp/7513717170.html,Tue 26 Jul 04:10:08 PM,3724.0,2,2.0,897.0,4.10835,"(3300, 5100]"
225,https://boston.craigslist.org/gbs/apa/d/charlestown-2br-unit-close-to-sullivan/7513714803.html,Tue 26 Jul 04:05:00 PM,4621.0,2,2.0,1010.0,2.45034,"(3300, 5100]"
226,https://boston.craigslist.org/gbs/apa/d/jamaica-plain-beautiful-two-bedroom/7513712835.html,Tue 26 Jul 04:01:11 PM,3789.0,2,2.0,928.0,3.66738,"(3300, 5100]"
227,https://boston.craigslist.org/gbs/apa/d/jamaica-plain-spacious-three-bedroom/7513708155.html,Tue 26 Jul 03:51:17 PM,4728.0,3,2.0,1214.0,4.10835,"(3300, 5100]"
228,https://boston.craigslist.org/gbs/apa/d/jamaica-plain-gorgeous-three-bedroom/7513704277.html,Tue 26 Jul 03:43:01 PM,4485.0,3,2.0,1058.0,3.66738,"(3300, 5100]"
229,https://boston.craigslist.org/gbs/apa/d/charlestown-3br-upper-duplex/7513676077.html,Tue 26 Jul 02:45:46 PM,3200.0,3,2.0,1500.0,2.67277,"(2520, 3300]"
230,https://boston.craigslist.org/gbs/apa/d/somerville-new-bathroom-new-kitchen/7513663101.html,Tue 26 Jul 02:20:16 PM,2700.0,2,1.0,800.0,3.54717,"(2520, 3300]"
231,https://boston.craigslist.org/gbs/apa/d/somerville-renovated-studio-with/7513662483.html,Tue 26 Jul 02:19:02 PM,1800.0,0,1.0,400.0,3.54717,"(795, 2520]"
234,https://boston.craigslist.org/gbs/apa/d/chestnut-hill-fabulous-renovated-bed/7513621701.html,Tue 26 Jul 01:00:56 PM,3050.0,2,1.0,1100.0,6.65522,"(2520, 3300]"
235,https://boston.craigslist.org/gbs/apa/d/west-roxbury-gorgeous-renovated-bed-in/7513612762.html,Tue 26 Jul 12:43:57 PM,3100.0,3,1.0,1150.0,7.27639,"(2520, 3300]"
236,https://boston.craigslist.org/gbs/apa/d/medford-no-fee-medford-ma-bed-bath/7513605184.html,Tue 26 Jul 12:29:29 PM,3100.0,3,2.0,1300.0,5.9793,"(2520, 3300]"
237,https://boston.craigslist.org/gbs/apa/d/boston-north-end-1b1b-with-lots-of/7513598009.html,Tue 26 Jul 12:15:40 PM,2400.0,1,1.0,700.0,1.61858,"(795, 2520]"
238,https://boston.craigslist.org/gbs/apa/d/boston-north-end-prince-street/7513597384.html,Tue 26 Jul 12:14:30 PM,2600.0,2,1.0,750.0,1.54525,"(2520, 3300]"
239,https://boston.craigslist.org/gbs/apa/d/boston-updated-north-end-apt-no-fee-in/7513596659.html,Tue 26 Jul 12:13:05 PM,2850.0,1,1.0,750.0,1.5712,"(2520, 3300]"
241,https://boston.craigslist.org/gbs/apa/d/somerville-davis-porter-sq-modern-bed/7514579965.html,Thu 28 Jul 05:25:21 PM,3350.0,2,1.0,850.0,5.24023,"(3300, 5100]"
