,URL,Date,Monthly Rent,Bedrooms,Bathrooms,Area in sqft,Distance
98,https://boston.craigslist.org/gbs/apa/d/brighton-wow-brighton-brookline-bed/7514224514.html,Wed 27 Jul 07:36:22 PM,5600.0,5,4.0,,5.26031
99,https://boston.craigslist.org/gbs/apa/d/brighton-brand-new-renovation-bu-bc/7514224055.html,Wed 27 Jul 07:35:08 PM,3295.0,2,1.0,,5.26031
100,https://boston.craigslist.org/gbs/apa/d/brighton-stunning-newly-renovated-new/7514223152.html,Wed 27 Jul 07:32:34 PM,2875.0,1,1.0,,5.26031
101,https://boston.craigslist.org/gbs/apa/d/somerville-somerville-big-bedrooms/7514220295.html,Wed 27 Jul 07:24:47 PM,3700.0,4,2.0,,4.20778
102,https://boston.craigslist.org/gbs/apa/d/boston-north-end-bath-washerdryer-in/7514218479.html,Wed 27 Jul 07:19:41 PM,8000.0,4,3.0,,1.44456
103,https://boston.craigslist.org/gbs/apa/d/brighton-stunning-newly-renovated-bed/7514217408.html,Wed 27 Jul 07:16:31 PM,2975.0,3,1.0,,6.21316
104,https://boston.craigslist.org/gbs/apa/d/brighton-no-broker-fee-brookline-boston/7514215967.html,Wed 27 Jul 07:12:41 PM,2200.0,1,1.0,,5.48372
105,https://boston.craigslist.org/gbs/apa/d/south-boston-bed-bath-south-boston-east/7514213088.html,Wed 27 Jul 07:05:01 PM,3000.0,2,1.0,720,1.19609
106,https://boston.craigslist.org/gbs/apa/d/arlington-east-arlington-modern-bedroom/7514212913.html,Wed 27 Jul 07:04:28 PM,2000.0,1,1.0,,6.758
107,https://boston.craigslist.org/gbs/apa/d/somerville-spring-hill-porter-sq-br/7514210736.html,Wed 27 Jul 06:58:51 PM,2425.0,1,1.0,,4.23579
108,https://boston.craigslist.org/gbs/apa/d/cambridge-1-priv-suite-inc-solarium/7514209371.html,Wed 27 Jul 06:54:56 PM,990.0,1,1.0,500,3.37354
109,https://boston.craigslist.org/gbs/apa/d/somerville-somerville-porter-square/7514205253.html,Wed 27 Jul 06:43:58 PM,2500.0,2,1.0,,4.61199
110,https://boston.craigslist.org/gbs/apa/d/arlington-arlington-bedroom-parking-for/7514203878.html,Wed 27 Jul 06:40:30 PM,2600.0,2,1.0,,7.73989
111,https://boston.craigslist.org/gbs/apa/d/somerville-nice-modern-two-br-parking/7514202968.html,Wed 27 Jul 06:38:14 PM,2700.0,2,1.0,,4.61361
112,https://boston.craigslist.org/gbs/apa/d/boston-rooftop-grilling-area-rooftop/7514201297.html,Wed 27 Jul 06:33:54 PM,4775.0,1,1.0,901,1.80581
113,https://boston.craigslist.org/gbs/apa/d/cambridge-perfectly-renovated-study-in/7514201106.html,Wed 27 Jul 06:33:28 PM,3200.0,2,1.0,,3.29864
114,https://boston.craigslist.org/gbs/apa/d/malden-malden-bedroom-parking-central/7514199584.html,Wed 27 Jul 06:29:50 PM,2500.0,2,1.0,,5.45011
115,https://boston.craigslist.org/gbs/apa/d/boston-yoga-room-moving-services-with/7514198855.html,Wed 27 Jul 06:27:58 PM,3074.0,0,1.0,453,1.00325
116,https://boston.craigslist.org/gbs/apa/d/brookline-village-no-fee-available/7514198513.html,Wed 27 Jul 06:27:03 PM,3500.0,2,1.0,,3.75209
117,https://boston.craigslist.org/gbs/apa/d/boston-leed-certified-silver-dual/7514197324.html,Wed 27 Jul 06:23:53 PM,7078.0,2,2.0,1590,0.29013
118,https://boston.craigslist.org/gbs/apa/d/brookline-2-fee-porch-very-clean-and/7514196235.html,Wed 27 Jul 06:21:02 PM,2275.0,1,1.0,,4.49069
119,https://boston.craigslist.org/gbs/apa/d/boston-high-efficiency-led-lighting-dog/7514195772.html,Wed 27 Jul 06:19:53 PM,2782.0,1,1.0,597,1.77868
120,https://boston.craigslist.org/gbs/apa/d/cambridge-arlington-bedroom-parking-for/7514195697.html,Wed 27 Jul 06:19:40 PM,2600.0,2,1.0,,6.53665
121,https://boston.craigslist.org/gbs/apa/d/cambridge-perfectly-renovated-study-in/7514193770.html,Wed 27 Jul 06:14:45 PM,3200.0,2,1.0,,3.3498
122,https://boston.craigslist.org/gbs/apa/d/cambridge-cambridge-apt-bedrooms-open-21/7514185248.html,Wed 27 Jul 05:54:15 PM,3400.0,3,1.5,,3.16609
123,https://boston.craigslist.org/gbs/apa/d/cambridge-large-bedroom-in-cambridge/7514184466.html,Wed 27 Jul 05:52:13 PM,3650.0,2,2.5,,6.1161
124,https://boston.craigslist.org/gbs/apa/d/cambridge-spacious-two-bedroom-apt-in/7514182668.html,Wed 27 Jul 05:47:47 PM,4200.0,3,2.0,,6.03301
125,https://boston.craigslist.org/gbs/apa/d/west-roxbury-gorgeous-renovated-bed-in/7514178801.html,Wed 27 Jul 05:38:19 PM,3100.0,3,1.0,1150,7.27639
126,https://boston.craigslist.org/gbs/apa/d/watertown-giant-bed-35-bath-in-watertown/7514177298.html,Wed 27 Jul 05:34:47 PM,4800.0,5,3.5,2400,7.75628
127,https://boston.craigslist.org/gbs/apa/d/cambridge-bedroom-in-cambridge-for-1/7514175723.html,Wed 27 Jul 05:31:10 PM,3250.0,1,1.5,,2.59323
128,https://boston.craigslist.org/gbs/apa/d/watertown-awesome-3br-1ba-true-gem-hw/7514173707.html,Wed 27 Jul 05:26:42 PM,2800.0,3,1.0,,7.70868
129,https://boston.craigslist.org/gbs/apa/d/cambridge-bedroom-bathroom-in-cambridge/7514171415.html,Wed 27 Jul 05:21:36 PM,3625.0,1,1.0,,4.65465
130,https://boston.craigslist.org/gbs/apa/d/cambridge-sunny-well-maintained-rm-1br/7514171365.html,Wed 27 Jul 05:21:29 PM,1850.0,1,1.0,,6.24539
131,https://boston.craigslist.org/gbs/apa/d/watertown-awesome-2br-1ba-2nd-fl-hw-dw/7514170270.html,Wed 27 Jul 05:18:47 PM,2500.0,2,1.0,,6.23661
132,https://boston.craigslist.org/gbs/apa/d/west-medford-charming-5rm-2br-1ba-hw-wd/7514168532.html,Wed 27 Jul 05:15:00 PM,2000.0,2,1.0,,7.14467
133,https://boston.craigslist.org/gbs/apa/d/watertown-sunny-spacious-victorian-2br/7514165639.html,Wed 27 Jul 05:08:27 PM,2400.0,2,1.0,,6.36195
134,https://boston.craigslist.org/gbs/apa/d/cambridge-cambridge-central-square/7514160244.html,Wed 27 Jul 04:56:45 PM,3600.0,0,1.0,,3.23348
135,https://boston.craigslist.org/gbs/apa/d/cambridge-porter-square-two-bed/7514154127.html,Wed 27 Jul 04:43:05 PM,2600.0,2,1.0,,4.61108
136,https://boston.craigslist.org/gbs/apa/d/cambridge-luxury-2br-2ba-1-alewife/7514148386.html,Wed 27 Jul 04:30:25 PM,3600.0,2,2.0,991,6.03301
137,https://boston.craigslist.org/gbs/apa/d/brighton-spacious-bed-with-parking-huge/7514148205.html,Wed 27 Jul 04:30:05 PM,3000.0,3,1.0,1200,6.28736
138,https://boston.craigslist.org/gbs/apa/d/watertown-available-now-belmont-bed/7514146694.html,Wed 27 Jul 04:26:49 PM,3400.0,4,1.5,,7.32953
139,https://boston.craigslist.org/gbs/apa/d/cambridge-alewife-luxury-1br-1/7514145418.html,Wed 27 Jul 04:24:09 PM,3200.0,1,1.0,731,6.03301
140,https://boston.craigslist.org/gbs/apa/d/brighton-commonwealth-avenue-studio/7514136303.html,Wed 27 Jul 04:05:53 PM,1850.0,0,1.0,,4.92782
141,https://boston.craigslist.org/gbs/apa/d/somerville-no-fee-huge-bed-bath-central/7514134332.html,Wed 27 Jul 04:01:58 PM,3495.0,2,2.0,1055,4.13387
142,https://boston.craigslist.org/gbs/apa/d/allston-bedroom-split-close-to-boston/7514133068.html,Wed 27 Jul 03:59:41 PM,2000.0,1,1.0,,4.78523
143,https://boston.craigslist.org/gbs/apa/d/allston-no-fee-stunning-new-renovation/7514123597.html,Wed 27 Jul 03:40:12 PM,5500.0,5,2.0,2100,4.41577
144,https://boston.craigslist.org/gbs/apa/d/everett-private-bedroom-248-week-or/7514123398.html,Wed 27 Jul 03:39:47 PM,248.0,1,2.0,,4.84293
145,https://boston.craigslist.org/gbs/apa/d/brighton-very-close-to-boston-college/7514121773.html,Wed 27 Jul 03:36:34 PM,3900.0,3,2.0,,5.488
146,https://boston.craigslist.org/gbs/apa/d/everett-private-bedroom-242-week-or/7514120654.html,Wed 27 Jul 03:34:25 PM,242.0,1,2.0,,4.43732
147,https://boston.craigslist.org/gbs/apa/d/brighton-completely-renovated-bedroom/7514118311.html,Wed 27 Jul 03:29:50 PM,4800.0,4,2.0,,5.488
148,https://boston.craigslist.org/gbs/apa/d/everett-private-bedroom-242-week-or/7514117103.html,Wed 27 Jul 03:27:26 PM,242.0,1,2.0,,4.84293
149,https://boston.craigslist.org/gbs/apa/d/brighton-spacious-renovated-bed-no-fee/7514112804.html,Wed 27 Jul 03:19:01 PM,4200.0,4,1.0,,5.75577
150,https://boston.craigslist.org/gbs/apa/d/east-boston-stunning-3bd-25ba-private/7514096874.html,Wed 27 Jul 02:48:11 PM,4100.0,3,2.5,1600,2.04143
151,https://boston.craigslist.org/gbs/apa/d/brookline-october-no-broker-fee-bed-ht/7514093329.html,Wed 27 Jul 02:41:16 PM,1925.0,1,1.0,,4.81528
152,https://boston.craigslist.org/gbs/apa/d/brighton-check-out-the-video-to-this/7514092622.html,Wed 27 Jul 02:39:59 PM,2225.0,1,1.0,,5.48372
153,https://boston.craigslist.org/gbs/apa/d/brighton-gut-renovated-bed-ht-hw-incl/7514091377.html,Wed 27 Jul 02:37:23 PM,3295.0,2,1.0,,5.26031
154,https://boston.craigslist.org/gbs/apa/d/brighton-bran-new-renovations-bed-ht-hw/7514090175.html,Wed 27 Jul 02:35:04 PM,2795.0,1,1.0,,5.26031
155,https://boston.craigslist.org/gbs/apa/d/waltham-renovated-bed-bath-private/7514079724.html,Wed 27 Jul 02:14:37 PM,3495.0,3,2.0,1400,9.7218
156,https://boston.craigslist.org/gbs/apa/d/watertown-sunny-bedroom-in-great/7514078146.html,Wed 27 Jul 02:11:39 PM,2800.0,3,1.0,,5.91535
157,https://boston.craigslist.org/gbs/apa/d/boston-spacious-bed-subway-shopping/7514076975.html,Wed 27 Jul 02:09:38 PM,2400.0,3,1.0,1100,1.90501
158,https://boston.craigslist.org/gbs/apa/d/somerville-newly-renovated-4br-2ba/7514074785.html,Wed 27 Jul 02:05:18 PM,4800.0,4,2.0,,3.58473
